objectid,stop_uid,stop_id,stop_code,stop_name,stop_lat,stop_lon,stop_agncy,wheelchair,intersec,stop_place,parent_sta,lat,lng
1,MTS_11tbro,11tbro,,11th Ave & Broadway,32.71626794,-117.1546493,MTS,0.00E+00,,,,32.71626318,-117.1546374
2,MTS_12tS,12tS,,12th & Imperial Station,32.70600195,-117.1533779,MTS,0.00E+00,,,,32.70599719,-117.153366
3,MTS_imtS,imtS,,12th & Imperial Station Bayside,32.70522905,-117.1543179,MTS,0.00E+00,,,,32.70522429,-117.154306
4,MTS_imp12,imp12,,12th & Imperial Transit Center,32.70568488,-117.152875,MTS,0.00E+00,,,,32.70568012,-117.1528631
5,MTS_24tS,24tS,,24th Street Station,32.66185407,-117.108017,MTS,0.00E+00,,,,32.66184931,-117.1080051
6,MTS_24tro,24tro,,24th Street Transit Center,32.66184386,-117.1079831,MTS,0.00E+00,,,,32.6618391,-117.1079712
7,MTS_25tS,25tS,,25th & Commercial St Station,32.70530703,-117.1402,MTS,0.00E+00,,,,32.70530227,-117.1401881
8,MTS_32nS,32nS,,32nd & Commercial St Station,32.70591999,-117.1245601,MTS,0.00E+00,,,,32.70591523,-117.1245482
9,MTS_47tS,47tS,,47th Street Station,32.7084541,-117.0949142,MTS,0.00E+00,,,,32.70844934,-117.0949023
10,MTS_5thS,5thS,,5th Avenue Station,32.71676205,-117.159703,MTS,0.00E+00,,,,32.71675729,-117.1596911
11,MTS_70tSta,70tSta,,70th St. Trolley Station,32.7722103,-117.0420253,MTS,0.00E+00,,,,32.77220553,-117.0420134
12,MTS_70tS,70tS,,70th Street Station,32.77224895,-117.0424701,MTS,0.00E+00,,,,32.77224418,-117.0424582
13,MTS_8thS,8thS,,8th Street Station,32.67487514,-117.1130881,MTS,0.00E+00,,,,32.67487038,-117.1130763
14,MTS_8thtro,8thtro,,8th Street Transit Center,32.6750042,-117.113301,MTS,0.00E+00,,,,32.67499944,-117.1132891
15,MTS_amaS,amaS,,Amaya Drive Station,32.78542394,-117.0017229,MTS,0.00E+00,,,,32.78541916,-117.001711
16,MTS_apzS,apzS,,America Plaza Station,32.71616941,-117.1689802,MTS,0.00E+00,,,,32.71616465,-117.1689682
17,MTS_amptro,amptro,,America Plaza Trolley Station,32.7170022,-117.1683545,MTS,0.00E+00,,,,32.71699744,-117.1683426
18,MTS_arnS,arnS,,Arnele Avenue Station,32.80461604,-116.975727,MTS,0.00E+00,,,,32.80461126,-116.9757151
19,MTS_balS,balS,,Balboa Avenue Station,32.80578303,-117.2140535,MTS,0.00E+00,,,,32.80577826,-117.2140416
20,MTS_baltro,baltro,,Balboa Avenue Transit Center,32.80570489,-117.2136771,MTS,0.00E+00,,,,32.80570012,-117.2136652
21,MTS_barS,barS,,Barrio Logan Station,32.69802393,-117.1465879,MTS,0.00E+00,,,,32.69801917,-117.146576
22,MTS_beyS,beyS,,Beyer Blvd Station,32.55757111,-117.0469741,MTS,0.00E+00,,,,32.55756636,-117.0469622
23,MTS_broket,broket,,Broadway & Kettner Bl,32.71571435,-117.1688938,MTS,0.00E+00,,,,32.71570959,-117.1688819
24,MTS_ccoS,ccoS,,City College Station,32.71630698,-117.1542349,MTS,0.00E+00,,,,32.71630222,-117.154223
25,MTS_citcol,citcol,,City College Trolley Station,32.71581964,-117.1539392,MTS,0.00E+00,,,,32.71581488,-117.1539273
26,MTS_civS,civS,,Civic Center Station,32.71674108,-117.162468,MTS,0.00E+00,,,,32.71673632,-117.1624561
27,MTS_claS,claS,,Clairemont Drive Station,32.7900193,-117.2061488,MTS,0.00E+00,,,,32.79001453,-117.2061369
28,MTS_conS,conS,,Convention Center Station,32.70893214,-117.1634522,MTS,0.00E+00,,,,32.70892738,-117.1634403
29,MTS_cocS,cocS,,County Center/Little Italy Station,32.72142393,-117.1699509,MTS,0.00E+00,,,,32.72141917,-117.169939
30,MTS_corsta,corsta,,Courthouse Station,32.71664409,-117.1660599,MTS,0.00E+00,,,,32.71663933,-117.166048
31,MTS_estS,estS,,E Street Station,32.63900589,-117.09908,MTS,0.00E+00,,,,32.63900113,-117.0990681
32,MTS_etro,etro,,E Street Transit Center,32.63877909,-117.0984493,MTS,0.00E+00,,,,32.63877433,-117.0984374
33,MTS_i15eln,i15eln,,El Cajon Blvd & I-15,32.75556656,-117.1086704,MTS,0.00E+00,,,,32.75556179,-117.1086585
34,MTS_i15els,i15els,,El Cajon Blvd & I-15,32.75481277,-117.1088892,MTS,0.00E+00,,,,32.754808,-117.1088773
35,MTS_elcS,elcS,,El Cajon Station,32.79198192,-116.97618,MTS,0.00E+00,,,,32.79197714,-116.9761681
36,MTS_ecajtc,ecajtc,,El Cajon Transit Center,32.79203225,-116.9757059,MTS,0.00E+00,,,,32.79202747,-116.9756941
37,MTS_62nS,62nS,,Encanto/62nd St Station,32.71011487,-117.06321,MTS,0.00E+00,,,,32.7101101,-117.0631982
38,MTS_enctro,enctro,,Encanto/62nd St Trolley Station,32.7103585,-117.0636502,MTS,0.00E+00,,,,32.71035373,-117.0636383
39,MTS_eucS,eucS,,Euclid Ave Station,32.70954699,-117.085948,MTS,0.00E+00,,,,32.70954222,-117.0859361
40,MTS_euctro,euctro,,Euclid Ave Station,32.71002276,-117.0861905,MTS,0.00E+00,,,,32.710018,-117.0861786
41,MTS_exeS,exeS,,Executive Drive Station,32.87414782,-117.214045,MTS,0.00E+00,,,,32.87414304,-117.2140331
42,MTS_favS,favS,,Fashion Valley Station,32.76548187,-117.1690629,MTS,0.00E+00,,,,32.7654771,-117.169051
43,MTS_fasvtc,fasvtc,,Fashion Valley Transit Center,32.76561826,-117.1694241,MTS,0.00E+00,,,,32.76561349,-117.1694122
44,MTS_fenS,fenS,,Fenton Parkway Station,32.77829392,-117.1271619,MTS,0.00E+00,,,,32.77828915,-117.12715
45,MTS_gasS,gasS,,Gaslamp Quarter Station,32.70684448,-117.1596809,MTS,0.00E+00,,,,32.70683972,-117.159669
46,MTS_genljN,genljN,,Genesee & La Jolla Village Dr.,32.87321691,-117.2138316,MTS,0.00E+00,,,,32.87321213,-117.2138196
47,MTS_welS,welS,,Gillespie Field Station,32.82692192,-116.9820989,MTS,0.00E+00,,,,32.82691714,-116.982087
48,MTS_frmS,frmS,,Union Grantville Station,32.78049112,-117.0974929,MTS,0.00E+00,,,,32.78048635,-117.097481
49,MTS_gratro,gratro,,Union Grantville Station,32.78031471,-117.0972075,MTS,0.00E+00,,,,32.78030994,-117.0971956
50,MTS_groS,groS,,Grossmont Station,32.78181594,-117.0110619,MTS,0.00E+00,,,,32.78181116,-117.01105
51,MTS_grotro,grotro,,Grossmont Transit Center,32.78193376,-117.0111218,MTS,0.00E+00,,,,32.78192898,-117.0111099
52,MTS_hstS,hstS,,H Street Station,32.63007394,-117.0955891,MTS,0.00E+00,,,,32.63006918,-117.0955772
53,MTS_htro,htro,,H Street Transit Center,32.62961231,-117.0950907,MTS,0.00E+00,,,,32.62960756,-117.0950788
54,MTS_harS,harS,,Harborside Station,32.69126696,-117.1328042,MTS,0.00E+00,,,,32.6912622,-117.1327923
55,MTS_hazS,hazS,,Hazard Center Station,32.77024996,-117.1583031,MTS,0.00E+00,,,,32.77024519,-117.1582912
56,MTS_iritro,iritro,,Iris Ave Transit Center East,32.56985255,-117.0660793,MTS,0.00E+00,,,,32.5698478,-117.0660674
57,MTS_iritrW,iritrW,,Iris Ave Transit Center West,32.56968604,-117.0672329,MTS,0.00E+00,,,,32.56968129,-117.067221
58,MTS_iriS,iriS,,Iris Avenue Station,32.56965611,-117.0671051,MTS,0.00E+00,,,,32.56965136,-117.0670932
59,MTS_kmtc,kmtc,,Kearny Mesa Transit Center,32.83138855,-117.1350559,MTS,0.00E+00,,,,32.83138377,-117.1350439
60,MTS_lamS,lamS,,La Mesa Blvd Station,32.76501905,-117.0205519,MTS,0.00E+00,,,,32.76501427,-117.02054
61,MTS_broS,broS,,Lemon Grove Depot,32.74338603,-117.0307311,MTS,0.00E+00,,,,32.74338126,-117.0307192
62,MTS_masS,masS,,Massachusetts Ave Station,32.72352489,-117.0395849,MTS,0.00E+00,,,,32.72352012,-117.039573
63,MTS_midS,midS,,Middletown Station,32.733609,-117.174831,MTS,0.00E+00,,,,32.73360424,-117.1748191
64,MTS_msdS,msdS,,Mission San Diego Station,32.78092701,-117.1110781,MTS,0.00E+00,,,,32.78092224,-117.1110662
65,MTS_mivS,mivS,,Mission Valley Center Station,32.77109601,-117.1500039,MTS,0.00E+00,,,,32.77109124,-117.149992
66,MTS_morS,morS,,Morena/Linda Vista Station,32.76356109,-117.19671,MTS,0.00E+00,,,,32.76355632,-117.1966981
67,MTS_nobS,nobS,,Nobel Drive Station,32.86690404,-117.2304299,MTS,0.00E+00,,,,32.86689926,-117.230418
68,MTS_oldS,oldS,,Old Town Station,32.75473489,-117.1995891,MTS,0.00E+00,,,,32.75473013,-117.1995772
69,MTS_ottcw2,ottcw2,,Old Town TC West @ Pacific Hwy,32.75458604,-117.2003232,MTS,0.00E+00,,,,32.75458128,-117.2003113
70,MTS_ottc_e,ottc_e,,Old Town Transit Center East,32.75459345,-117.1992532,MTS,0.00E+00,,,,32.75458869,-117.1992413
71,MTS_ottc_w,ottc_w,,Old Town Transit Center West,32.75455284,-117.199887,MTS,0.00E+00,,,,32.75454808,-117.1998751
72,MTS_pacS,pacS,,Pacific Fleet Station,32.68600505,-117.1247289,MTS,0.00E+00,,,,32.68600029,-117.124717
73,MTS_plmS,plmS,,Palm Avenue Station,32.5846141,-117.0837991,MTS,0.00E+00,,,,32.58460935,-117.0837872
74,MTS_palS,palS,,Palomar Street Station,32.60315102,-117.0850889,MTS,0.00E+00,,,,32.60314627,-117.0850771
75,MTS_paltro,paltro,,Palomar Street Transit Center,32.60314168,-117.0845196,MTS,0.00E+00,,,,32.60313693,-117.0845078
76,MTS_marS,marS,,Park & Market Station,32.71097994,-117.153768,MTS,0.00E+00,,,,32.71097518,-117.1537561
77,MTS_marpar,marpar,,Park & Market Trolley Station,32.71153707,-117.1539928,MTS,0.00E+00,,,,32.71153231,-117.1539809
78,MTS_rioS,rioS,,Rio Vista Station,32.77365197,-117.1418101,MTS,0.00E+00,,,,32.7736472,-117.1417982
79,MTS_svicot,svicot,,S Vista Rd & Cottonwood Rd,32.55790492,-117.0480965,MTS,0.00E+00,,,,32.55790017,-117.0480846
80,MTS_sayS,sayS,,San Ysidro Station,32.54445997,-117.029482,MTS,0.00E+00,,,,32.54445522,-117.0294701
81,MTS_sytro,sytro,,San Ysidro Transit Center,32.54425837,-117.0298508,MTS,0.00E+00,,,,32.54425362,-117.0298389
82,MTS_sfdS,sfdS,,Santa Fe Depot,32.71763712,-117.1698281,MTS,0.00E+00,,,,32.71763236,-117.1698162
83,MTS_santtc,santtc,,Santee Town Center,32.84256655,-116.9808912,MTS,0.00E+00,,,,32.84256176,-116.9808793
84,MTS_sanS,sanS,,Santee Town Center Station,32.8417071,-116.980983,MTS,0.00E+00,,,,32.84170231,-116.9809711
85,MTS_sdsS,sdsS,,SDSU Station,32.77327008,-117.0705961,MTS,0.00E+00,,,,32.77326531,-117.0705843
86,MTS_sdsutc,sdsutc,,SDSU Transit Center,32.7733079,-117.0706954,MTS,0.00E+00,,,,32.77330313,-117.0706835
87,MTS_seaS,seaS,,Seaport Village Station,32.71192306,-117.1685971,MTS,0.00E+00,,,,32.7119183,-117.1685852
88,MTS_svcoas,svcoas,,Sorrento Valley COASTER Station,32.90272914,-117.2248808,MTS,0.00E+00,,,,32.90272436,-117.2248689
89,MTS_swcoll,swcoll,,Southwestern College,32.6414362,-116.995951,MTS,0.00E+00,,,,32.64143144,-116.9959392
90,MTS_sprS,sprS,,Spring Street Station,32.75685196,-117.0174581,MTS,0.00E+00,,,,32.75684719,-117.0174462
91,MTS_sprtro,sprtro,,Spring Street Station,32.75686007,-117.0172155,MTS,0.00E+00,,,,32.7568553,-117.0172036
92,MTS_quaS,quaS,,Stadium,32.78096232,-117.1190976,MTS,0.00E+00,,,,32.78095755,-117.1190857
93,MTS_tecS,tecS,,Tecolote Road Station,32.76985468,-117.20509,MTS,0.00E+00,,,,32.76984991,-117.2050781
94,MTS_pepS,pepS,,UCSD Central Campus Station,32.8783531,-117.2318425,MTS,0.00E+00,,,,32.87834832,-117.2318306
95,MTS_peptc,peptc,,UCSD Central Campus Station,32.87943518,-117.2319484,MTS,0.00E+00,,,,32.8794304,-117.2319365
96,MTS_avlS,avlS,,UCSD Health East Station,32.77736594,-117.0568321,MTS,0.00E+00,,,,32.77736117,-117.0568202
97,MTS_voiS,voiS,,UCSD Health La Jolla Station,32.88185154,-117.2235263,MTS,0.00E+00,,,,32.88184676,-117.2235144
98,MTS_i15unn,i15unn,,University & I-15,32.75003158,-117.1086754,MTS,0.00E+00,,,,32.75002681,-117.1086635
99,MTS_i15uns,i15uns,,University & I-15,32.7493694,-117.1089226,MTS,0.00E+00,,,,32.74936463,-117.1089107
100,MTS_utcS,utcS,,UTC Station,32.86920843,-117.2140456,MTS,0.00E+00,,,,32.86920365,-117.2140337
101,MTS_utc,utc,,UTC Transit Center,32.86888288,-117.2127575,MTS,0.00E+00,,,,32.8688781,-117.2127456
102,MTS_vahS,vahS,,VA Medical Center Station,32.87419577,-117.2298904,MTS,0.00E+00,,,,32.87419099,-117.2298784
103,MTS_wasS,wasS,,Washington Street Station,32.74163494,-117.1843889,MTS,0.00E+00,,,,32.74163018,-117.184377
104,MTS_12049,12049,12049,10th Av & A St,32.71857729,-117.1556907,MTS,2,F-S/B,10thb,,32.71857253,-117.1556788
105,MTS_11656,11656,11656,10th Av & Broadway,32.7159774,-117.155664,MTS,0.00E+00,N-S/B,10tbro,,32.71597264,-117.1556521
106,MTS_11654,11654,11654,10th Av & C St,32.71692554,-117.155677,MTS,1,N-S/B,10thc,,32.71692078,-117.1556651
107,MTS_12048,12048,12048,10th Av & F St,32.71348748,-117.1556319,MTS,1,F-S/B,,,32.71348272,-117.15562
108,MTS_12050,12050,12050,10th Av & Island Av,32.71023346,-117.1556017,MTS,1,F-S/B,,,32.7102287,-117.1555898
109,MTS_11657,11657,11657,10th Av & Market St,32.71176685,-117.1556402,MTS,2,N-S/B,,,32.71176209,-117.1556283
110,MTS_99005,99005,99005,10th Av & Park Bl (Petco Park),32.70750534,-117.1550698,MTS,1,N-E/B,,,32.70750058,-117.1550579
111,MTS_98548,98548,98548,11099 Callan Rd,32.90480501,-117.2406552,MTS,1,M-Street-W/B,,,32.90480023,-117.2406432
112,MTS_99367,99367,99367,11th Av & B St,32.71769488,-117.154586,MTS,1,N-N/B,11thb,,32.71769012,-117.1545741
113,MTS_12782,12782,12782,11th Av & Broadway,32.71635101,-117.1545657,MTS,1,F-N/B,11tbro,11tbro,32.71634625,-117.1545538
114,MTS_99343,99343,99343,11th Av & C St,32.71652951,-117.154587,MTS,1,N-N/B,11tbro,11tbro,32.71652475,-117.1545751
115,MTS_12781,12781,12781,11th Av & F St,32.7139981,-117.1545903,MTS,1,F-N/B,,,32.71399334,-117.1545784
116,MTS_99010,99010,99010,11th Av & K St,32.70833408,-117.1544996,MTS,1,N-N/B,,,32.70832932,-117.1544877
117,MTS_12441,12441,12441,11th Av & Market St,32.71139567,-117.1545343,MTS,1,N-N/B,,,32.71139091,-117.1545224
118,MTS_75102,75102,75102,12th & Imperial Station,32.70587009,-117.1532179,MTS,0.00E+00,,12tS,12tS,32.70586533,-117.153206
119,MTS_75103,75103,75103,12th & Imperial Station,32.70578492,-117.1533259,MTS,0.00E+00,,12tS,12tS,32.70578016,-117.153314
120,MTS_75100,75100,75100,12th & Imperial Station (Bayside),32.70523403,-117.1538999,MTS,0.00E+00,,imtS,imtS,32.70522927,-117.153888
121,MTS_70009,70009,70009,12th & Imperial Transit Center,32.7060948,-117.1528967,MTS,0.00E+00,M-TC-Bus,imp12,imp12,32.70609004,-117.1528848
122,MTS_88899,88899,88899,12th & Imperial Transit Center,32.70555096,-117.1522829,MTS,0.00E+00,N-S/B,imp12,imp12,32.7055462,-117.152271
123,MTS_91101,91101,91101,12th & Imperial Transit Center,32.70605117,-117.1532246,MTS,1,M-TC-Bus,imp12,imp12,32.70604641,-117.1532127
124,MTS_91102,91102,91102,12th & Imperial Transit Center,32.70560245,-117.152947,MTS,1,M-TC-Bus,imp12,imp12,32.70559769,-117.1529351
125,MTS_60401,60401,60401,13th St & Fern Av,32.57503491,-117.1055827,MTS,1,F-N/B,,,32.57503016,-117.1055708
126,MTS_60342,60342,60342,13th St & Grove Av,32.57276194,-117.1055801,MTS,1,N-N/B,,,32.57275719,-117.1055682
127,MTS_60229,60229,60229,13th St & Holly Av,32.57164428,-117.1058354,MTS,1,N-S/B,,,32.57163953,-117.1058236
128,MTS_60341,60341,60341,13th St & Holly Av,32.57134906,-117.1056021,MTS,1,N-N/B,,,32.57134431,-117.1055902
129,MTS_60230,60230,60230,13th St & Imperial Beach Bl,32.57588817,-117.1058019,MTS,1,F-S/B,,,32.57588342,-117.10579
130,MTS_60186,60186,60186,13th St & Iris Av,32.56943066,-117.1055965,MTS,1,N-N/B,13iris,,32.56942591,-117.1055846
131,MTS_88984,88984,88984,14th St & F St,32.71373903,-117.1519106,MTS,0.00E+00,F-N/B,,,32.71373427,-117.1518987
132,MTS_99288,99288,99288,18th St & C Av,32.66808777,-117.1008249,MTS,1,F-W/B,,,32.66808301,-117.100813
133,MTS_99281,99281,99281,18th St & C St,32.66787097,-117.1007773,MTS,1,N-E/B,,,32.66786621,-117.1007654
134,MTS_50140,50140,50140,18th St & Harding Av,32.6659013,-117.1077704,MTS,1,N-E/B,,,32.66589654,-117.1077586
135,MTS_99282,99282,99282,18th St & Harding Av,32.66620281,-117.1074939,MTS,2,N-W/B,,,32.66619805,-117.107482
136,MTS_99286,99286,99286,18th St & Highland Av,32.66964963,-117.0951273,MTS,1,N-W/B,high18,,32.66964487,-117.0951154
137,MTS_99315,99315,99315,18th St & Highland Av,32.66937711,-117.0955894,MTS,1,N-E/B,high18,,32.66937235,-117.0955775
138,MTS_99285,99285,99285,18th St & L Av,32.67077924,-117.0911119,MTS,1,N-W/B,,,32.67077448,-117.0911
139,MTS_99316,99316,99316,18th St & L Av,32.67076362,-117.0906214,MTS,1,F-E/B,,,32.67075886,-117.0906095
140,MTS_50008,50008,50008,18th St & N Av,32.67125056,-117.0889002,MTS,1,F-E/B,,,32.6712458,-117.0888883
141,MTS_50065,50065,50065,18th St & N Av,32.67136504,-117.089041,MTS,1,N-W/B,,,32.67136028,-117.0890291
142,MTS_59003,59003,59003,18th St & National City Bl,32.6671752,-117.1032206,MTS,1,F-E/B,nat18t,,32.66717044,-117.1032088
143,MTS_99308,99308,99308,18th St & National City Bl,32.66712191,-117.104169,MTS,1,F-W/B,nat18t,,32.66711715,-117.1041571
144,MTS_50011,50011,50011,18th St & Newell St,32.67279173,-117.0833353,MTS,1,N-E/B,,,32.67278697,-117.0833234
145,MTS_50082,50082,50082,18th St & Newell St,32.6726873,-117.0841467,MTS,1,M-Street-W/B,,,32.67268254,-117.0841348
146,MTS_50040,50040,50040,18th St & Palm Av,32.67183694,-117.0867383,MTS,1,F-E/B,,,32.67183218,-117.0867264
147,MTS_50068,50068,50068,18th St & Palm Av,32.67196519,-117.086876,MTS,1,N-W/B,,,32.67196043,-117.0868641
148,MTS_50012,50012,50012,18th St & Prospect St,32.67364475,-117.0803374,MTS,1,F-E/B,,,32.67363999,-117.0803255
149,MTS_50083,50083,50083,18th St & Prospect St,32.67360803,-117.0808927,MTS,1,F-W/B,,,32.67360327,-117.0808808
150,MTS_30361,30361,30361,1st Av & Alpine Av,32.63913491,-117.0700465,MTS,1,N-S/B,,,32.63913015,-117.0700346
151,MTS_12411,12411,12411,1st Av & Ash St,32.71964764,-117.1637294,MTS,1,N-N/B,1stash,,32.71964288,-117.1637174
152,MTS_12751,12751,12751,1st Av & Broadway,32.71553186,-117.1637498,MTS,0.00E+00,N-N/B,1stbrd,,32.7155271,-117.1637379
153,MTS_99118,99118,99118,1st Av & Broadway,32.715926,-117.1637493,MTS,1,F-N/B,1stbro,,32.71592124,-117.1637374
154,MTS_11637,11637,11637,1st Av & Brookes Av,32.74341279,-117.163901,MTS,1,N-S/B,,,32.74340802,-117.1638891
155,MTS_12759,12759,12759,1st Av & Brookes Av,32.7434827,-117.1637391,MTS,1,F-N/B,,,32.74347793,-117.1637272
156,MTS_60546,60546,60546,1st Av & C St,32.71686629,-117.1637103,MTS,1,F-N/B,1stc,,32.71686153,-117.1636984
157,MTS_12753,12753,12753,1st Av & Elm St,32.72431993,-117.163755,MTS,1,F-N/B,,,32.72431517,-117.1637431
158,MTS_30360,30360,30360,1st Av & F St,32.6432607,-117.0716507,MTS,1,F-S/B,,,32.64325594,-117.0716388
159,MTS_30415,30415,30415,1st Av & F St,32.64339054,-117.0715512,MTS,0.00E+00,N-N/B,,,32.64338578,-117.0715393
160,MTS_12750,12750,12750,1st Av & G St,32.71271345,-117.1636867,MTS,1,F-N/B,1stG,,32.71270869,-117.1636748
161,MTS_30416,30416,30416,1st Av & G St,32.63930857,-117.0699702,MTS,1,N-N/B,,,32.63930381,-117.0699583
162,MTS_12415,12415,12415,1st Av & Grape St,32.72595816,-117.1637395,MTS,1,N-N/B,,,32.7259534,-117.1637276
163,MTS_12756,12756,12756,1st Av & Ivy St,32.72844805,-117.1637751,MTS,1,F-N/B,,,32.72844329,-117.1637632
164,MTS_11636,11636,11636,1st Av & Juniper St,32.72943597,-117.1639837,MTS,1,N-S/B,,,32.72943121,-117.1639718
165,MTS_12014,12014,12014,1st Av & Laurel St,32.73113997,-117.1639948,MTS,1,F-S/B,,,32.73113521,-117.1639829
166,MTS_12757,12757,12757,1st Av & Laurel St,32.73158666,-117.1638011,MTS,1,F-N/B,,,32.7315819,-117.1637892
167,MTS_12016,12016,12016,1st Av & Nutmeg St,32.73322041,-117.1640197,MTS,1,F-S/B,1stnut,,32.73321565,-117.1640078
168,MTS_12417,12417,12417,1st Av & Nutmeg St,32.73332364,-117.1638126,MTS,1,N-N/B,1stnut,,32.73331888,-117.1638007
169,MTS_12416,12416,12416,1st Av & Quince St,32.73649246,-117.1638422,MTS,1,N-N/B,,,32.7364877,-117.1638303
170,MTS_12015,12015,12015,1st Av & Redwood St,32.73759311,-117.1640455,MTS,1,F-S/B,,,32.73758835,-117.1640336
171,MTS_12018,12018,12018,1st Av & Robinson Av,32.74677674,-117.1639326,MTS,1,F-S/B,,,32.74677197,-117.1639207
172,MTS_12418,12418,12418,1st Av & Robinson Av,32.74715709,-117.1637902,MTS,1,F-N/B,,,32.74715232,-117.1637783
173,MTS_12412,12412,12412,1st Av & Spruce St,32.73856748,-117.1638573,MTS,1,N-N/B,,,32.73856272,-117.1638453
174,MTS_12013,12013,12013,1st Av & Thorn St,32.73955812,-117.1640692,MTS,1,F-S/B,,,32.73955336,-117.1640572
175,MTS_12414,12414,12414,1st Av & Upas St,32.74066723,-117.1638725,MTS,1,N-N/B,,,32.74066247,-117.1638606
176,MTS_12017,12017,12017,1st Av & Walnut Av,32.74119891,-117.1640797,MTS,1,F-S/B,,,32.74119415,-117.1640678
177,MTS_12758,12758,12758,1st Av & Walnut Av,32.74194644,-117.1637167,MTS,1,F-N/B,,,32.74194168,-117.1637048
178,MTS_60058,60058,60058,1st St & B Av,32.69762037,-117.1697356,MTS,1,F-E/B,1stfer,,32.69761561,-117.1697237
179,MTS_60165,60165,60165,1st St & B Av,32.69795871,-117.1700675,MTS,1,F-W/B,1stfer,,32.69795395,-117.1700556
180,MTS_50029,50029,50029,24th St & B Av,32.66274886,-117.0986256,MTS,1,M-Street-E/B,,,32.6627441,-117.0986137
181,MTS_50078,50078,50078,24th St & D Av,32.66315798,-117.0978855,MTS,1,F-W/B,,,32.66315322,-117.0978736
182,MTS_50027,50027,50027,24th St & National City Bl,32.66209762,-117.1009945,MTS,1,F-E/B,,,32.66209286,-117.1009826
183,MTS_50053,50053,50053,24th St & National City Bl,32.66220853,-117.1012523,MTS,1,N-W/B,,,32.66220377,-117.1012404
184,MTS_75014,75014,75014,24th Street Station,32.66196491,-117.1080061,MTS,0.00E+00,M-TC-Train-N/B,24tS,24tS,32.66196015,-117.1079942
185,MTS_75015,75015,75015,24th Street Station,32.66170409,-117.1080052,MTS,0.00E+00,M-TC-Train-S/B,24tS,24tS,32.66169933,-117.1079933
186,MTS_91136,91136,91136,24th Street Transit Center,32.66195902,-117.1079043,MTS,1,M-TC-Bus,24tro,24tro,32.66195426,-117.1078924
187,MTS_91138,91138,91138,24th Street Transit Center,32.66162193,-117.1077646,MTS,0.00E+00,,24tro,24tro,32.66161717,-117.1077527
188,MTS_91139,91139,91139,24th Street Transit Center,32.66157522,-117.1073677,MTS,0.00E+00,,24tro,24tro,32.66157046,-117.1073558
189,MTS_75074,75074,75074,25th & Commercial St Station,32.70527695,-117.138731,MTS,0.00E+00,,25tS,25tS,32.70527219,-117.1387191
190,MTS_75075,75075,75075,25th & Commercial St Station,32.70528997,-117.1411539,MTS,0.00E+00,,25tS,25tS,32.70528521,-117.141142
191,MTS_11684,11684,11684,25th St & Broadway,32.71611353,-117.1403651,MTS,1,N-S/B,,,32.71610877,-117.1403532
192,MTS_11682,11682,11682,25th St & Imperial Av,32.70648888,-117.1402776,MTS,1,N-S/B,,,32.70648412,-117.1402657
193,MTS_12464,12464,12464,25th St & Imperial Av,32.70610834,-117.1400689,MTS,0.00E+00,N-N/B,imp25,,32.70610358,-117.140057
194,MTS_12466,12466,12466,25th St & Island Av,32.71043146,-117.1401093,MTS,0.00E+00,N-N/B,,,32.7104267,-117.1400974
195,MTS_12076,12076,12076,25th St & J St,32.70923456,-117.1402891,MTS,0.00E+00,F-S/B,,,32.7092298,-117.1402772
196,MTS_12465,12465,12465,25th St & K St,32.70832625,-117.1400881,MTS,0.00E+00,N-N/B,,,32.70832149,-117.1400762
197,MTS_60220,60220,60220,26th St & Sicard St,32.69647225,-117.1381384,MTS,0.00E+00,N-S/B,,,32.69646749,-117.1381265
198,MTS_11639,11639,11639,2nd Av & Ash St,32.72013134,-117.1629931,MTS,1,N-S/B,,,32.72012658,-117.1629811
199,MTS_11640,11640,11640,2nd Av & Beech St,32.7210545,-117.1630384,MTS,1,N-S/B,,,32.72104974,-117.1630265
200,MTS_12020,12020,12020,2nd Av & Elm St,32.72383894,-117.163012,MTS,1,F-S/B,,,32.72383418,-117.163
201,MTS_11641,11641,11641,2nd Av & Fir St,32.72525162,-117.1630201,MTS,1,N-S/B,,,32.72524686,-117.1630082
202,MTS_40860,40860,40860,2nd St & Broadway,32.80825072,-116.9355562,MTS,1,F-N/B,,,32.80824594,-116.9355443
203,MTS_41104,41104,41104,2nd St & Dawnridge Av,32.81631477,-116.9355506,MTS,1,N-N/B,,,32.81630999,-116.9355387
204,MTS_41106,41106,41106,2nd St & Dawnridge Av,32.81612067,-116.9358583,MTS,1,F-S/B,,,32.81611588,-116.9358464
205,MTS_40668,40668,40668,2nd St & Greenfield Dr,32.81290228,-116.9358462,MTS,1,F-S/B,,,32.81289749,-116.9358344
206,MTS_41103,41103,41103,2nd St & Greenfield Dr,32.81374761,-116.9355664,MTS,1,F-N/B,,,32.81374283,-116.9355545
207,MTS_41105,41105,41105,2nd St & Pepper Dr,32.82027157,-116.9352364,MTS,1,F-S/B,2ndpep,,32.82026678,-116.9352245
208,MTS_40667,40667,40667,2nd St & Persimmon Av,32.81068978,-116.935842,MTS,1,F-S/B,,,32.810685,-116.9358302
209,MTS_60108,60108,60108,2nd St & Soledad Pl,32.69543451,-117.1683671,MTS,1,N-W/B,,,32.69542975,-117.1683552
210,MTS_13532,13532,13532,30th St & A St,32.71882529,-117.1293964,MTS,1,N-N/B,30tast,,32.71882053,-117.1293845
